325,CAPTRUST,106.9,106.9,102.05,103.35,103.5,105.2,3487,360711.15,143
326,CARBORUNIV,760,770.85,748.2,766.2,766,765.7,72991,55474175.5,5453
327,CAREERP,112.7,113.9,111.3,111.8,111.3,112.4,7891,886729.3,242
328,CARERATING,456.45,461.65,444.8,447.85,447.8,456.1,184182,83180487.9,8959
329,CARTRADE,648.05,652.45,636,640,636,645.35,50708,32627050.7,3760
330,CASTROLIND,112.45,114,110.3,113.1,112.95,112.45,975214,108984460.2,9931
331,CCCL,1.95,2,1.9,2,2,1.95,158971,310452.25,241
332,CCHHL,7.3,7.3,6.85,6.95,7,7.15,74799,524382.2,191
333,CCL,411.35,414,402.35,411.85,410.1,409.3,169388,69090821.8,8288
334,CDSL,1103.7,1105.85,1084.6,1095.35,1097.8,1097.45,178588,195520717.2,15515
335,CEATLTD,1225.85,1241,1189.95,1234.85,1226.5,1225.85,164550,201308365.1,9741
336,CELEBRITY,12.7,12.85,12.3,12.65,12.85,12.5,9209,115815.55,334
337,CENTENKA,414,417.3,404.5,407.15,409.9,412.75,62277,25514709.55,2930
338,CENTEXT,9.65,9.65,9.3,9.4,9.35,9.55,72469,680896.8,260
339,CENTRALBK,18.05,18.15,17.9,18.05,18.1,18.05,560809,10101501.85,6639
340,CENTRUM,22.85,23.3,22.75,23,22.95,23.1,89494,2061092.25,658
341,CENTUM,413.2,416.9,407.7,414.4,416.9,414.5,1607,661816.65,130
342,CENTURYPLY,526.6,530.15,519.95,526.8,525,527.6,52373,27551674.8,2708
343,CENTURYTEX,800,802.7,782.1,790.45,785.05,798.65,58460,46233589.55,3822
344,CERA,4084.95,4145,3989.95,4052.45,4044.4,4098.1,26217,106596065.5,8203
345,CEREBRAINT,46.55,46.7,45.65,46.25,46.05,45.65,116418,5381516.45,1357
346,CESC,75.15,75.65,73.5,74.15,74.05,74.7,2034377,151299181.7,6698
347,CGCL,695,726.55,695,711.8,710,693.7,60011,42982713.45,5489
348,CGPOWER,202,204,199.35,203.1,203.05,202.25,820890,166052800.6,8600
349,CHALET,343.95,343.95,313,314.05,313.15,318.6,700224,226944361.6,17985
350,CHAMBLFERT,299.05,306,298.35,303.55,303.3,299.05,1771552,535632003.3,21351
351,CHEMBOND,171.55,171.55,169,169.25,169.9,173.45,5087,865337.7,218
352,CHEMCON,327.5,329.7,321.9,326,326.55,325,52375,17051773.1,3478
353,CHEMFAB,167.1,168.6,166.5,167.6,167.9,167.9,1125,188397,62
354,CHEMPLASTS,466.5,480.7,460,467.05,465.3,463.7,125048,58580854.1,4210
355,CHENNPETRO,269.8,271.85,260.85,263.5,262.8,268.5,1132582,300676161.2,12862
356,CHEVIOT,1278.6,1300,1260,1288.25,1293.95,1274.05,2135,2741992.4,457
357,CHOICEIN,400,401.8,396.45,398.35,398.05,398.75,27874,11104863.55,2830
358,CHOLAFIN,620,637.95,616,634,635.5,616.45,3165829,1976898508,28610
359,CHOLAHLDNG,632.35,649.9,631.55,646.15,647,639.05,51939,33529030.35,1734
360,CIGNITITEC,514.2,516.3,502.8,513.9,512.65,509.15,62788,32088288.25,2432
361,CINELINE,130.7,134,130.1,133.25,134,130.2,11135,1470989.6,228
362,CINEVISTA,14,14.75,13.15,14.7,14.7,13.45,269731,3896628.7,620
363,CIPLA,963,968,951.5,966.05,965.5,951.15,1046876,1004939564,36090
364,CLEAN,1576,1585,1551.05,1558,1559.4,1570.55,142390,221923909.5,7198
365,CLEDUCATE,126.45,126.45,123.1,124,124.75,124.8,29580,3705734.4,214
366,CLNINDIA,432.3,438.75,428.65,433.7,431.1,431.6,5899,2550289.9,366
367,CLSEL,106.25,109.15,105.8,106.85,106.55,108.15,34960,3737484.75,1023
368,CMICABLES,24.65,28.65,24.65,27.15,26.8,24.6,484637,13200950.9,4570
369,CMMIPL,13.45,13.45,12.35,13.15,13.15,12.85,264000,3475200,26
370,CMSINFO,242.15,249.55,241.25,244.9,244.4,242.15,104502,25628944.05,4269
371,COALINDIA,193,193.9,189.4,193.4,193.5,192,5610793,1073500173,48904
372,COASTCORP,281.65,323,281.65,312.75,313,280.45,510887,158687493.3,15541
373,COCHINSHIP,322,322.65,318.25,321.4,320.5,321.15,49101,15751985.75,4762
374,COFFEEDAY,43.9,44.55,43.1,43.25,43.15,43.7,722909,31546803.15,3139
375,COFORGE,3442,3474.95,3331.75,3378.65,3379,3417.25,454998,1536229999,34329
376,COLPAL,1568.9,1574.4,1558.65,1570,1568.75,1565.4,103944,163039102.5,8927
377,COMPINFO,21.45,21.7,21.25,21.5,21.5,21.5,156713,3365374.85,804
378,COMPUSOFT,23.55,23.55,20.55,23.05,23.1,23.05,80961,1844884.2,715
379,CONCOR,670.35,686.4,668.25,684.1,684.05,674.25,1645634,1114458017,44988
380,CONFIPET,53.7,53.9,52,52.75,52.8,53.25,260220,13748280.7,4276
381,CONSOFINVT,125.35,137,123.05,128.5,129.8,123.15,3583,463007.5,127
382,CONSUMBEES,78.91,78.96,77.67,78.86,78.71,77.67,13997,1097833.01,252
383,CONTROLPR,438,441.7,429.85,437.75,438.85,437.7,8723,3792965.55,713
384,COOLCAPS,129.4,131,129.4,131,131,130.75,27000,3513750,9
385,CORALFINAC,35.05,36.8,34.5,35.9,36.1,34.4,21947,784704.8,310
386,CORDSCABLE,52.85,57.3,51.7,54.6,54.8,51.9,118468,6578819.45,1657
387,COROMANDEL,971.65,981.95,960.95,979.9,980.05,969.45,210277,203976941.1,18268
388,COSMOFILMS,976.4,987,925.65,939.15,941,968.65,112803,106449592.7,8775
389,COUNCODOS,4.1,4.35,3.7,4.2,4.1,4.1,71643,292789.2,139
390,CPSEETF,32.5,32.5,32.01,32.2,32.19,32.17,196637,6323069.26,1703
391,CRAFTSMAN,2460,2475,2385,2451.15,2455,2445.75,42992,104172642.1,5557
392,CREATIVE,515.85,524.95,514.95,522.7,524.9,512.6,1446,749826.45,73
393,CREATIVEYE,5.25,5.25,5.25,5.25,5.25,5.25,2111,11082.75,5
394,CREDITACC,1033.15,1088.9,1009.2,1017.65,1017,1033.15,232136,241804136.3,13711
395,CREST,169.95,171.75,168,169.8,171.75,171.9,4054,688888.3,49
396,CRISIL,3306,3375,3237.55,3287.15,3289.15,3306.8,26985,88869221.15,5555
397,CROMPTON,392.4,396,389.1,393.15,392.4,389.05,4340213,1706183218,33526
398,CROWN,34.05,36.75,34.05,35.1,35,35.8,10467,370397.7,341
399,CSBBANK,204.4,204.4,197,199.85,200,200.4,135056,26949943.2,2959
400,CTE,56.75,57,54.3,55.4,55,54.65,37341,2094247.25,756
401,CUB,151.35,152.2,150.45,151.55,151.5,150.25,1219432,184420631.4,10965
402,CUBEXTUB,26.15,27.3,26.15,26.3,26.25,26.4,13960,369890.9,306
403,CUMMINSIND,1092.75,1129.75,1085.25,1127.95,1129.75,1089.85,535193,597287197.2,15783
404,CUPID,216.4,226.8,216.4,224.95,225.05,219.05,12858,2855633.4,669
405,CYBERMEDIA,16.05,16.75,15.85,16.3,16.45,16.35,6746,109949.55,59
406,CYBERTECH,153,163,149.1,160.55,162,154.55,187308,29244536.7,5033
407,CYIENT,773.4,777.55,768,770.3,769.7,769.55,60607,46831680.85,6636
408,DAAWAT,87.1,88.7,85.5,86.7,86.05,86.75,1061650,92265981.95,7916
409,DABUR,550.25,555,543.4,548.35,547.15,549.25,848018,465858936.2,19724
410,DALBHARAT,1440.55,1459,1422.15,1448.35,1450,1440.1,256744,370272911.2,15743
411,DALMIASUG,343,365,343,361.3,362.7,347.4,155460,55024482.55,8241
412,DAMODARIND,45.95,46.45,44.1,45.05,44.25,46.6,11819,533973.7,430
413,DANGEE,410,410,396.25,403.45,399,409.95,32913,13383523.4,521
414,DATAMATICS,290,290.85,284.8,289.05,290.05,288.55,43511,12502382.6,2353
415,DATAPATTNS,726,735,712.7,716.35,716,729.85,49749,35878169.9,3784
416,DBCORP,79.1,80.2,79.1,79.9,80,79.1,55189,4392500.85,646
417,DBL,200.4,202.8,197.3,199.35,198.5,198.8,196590,39159373.5,4060
418,DBREALTY,57.6,58.45,54.8,55.05,54.8,57.65,133467,7412028.35,971
419,DBSTOCKBRO,20.95,21.45,19.95,19.95,19.95,20.95,813,16457.75,29
420,DCAL,122.9,124.45,118.85,120.4,120.5,122.3,160817,19492789.1,2894
421,DCBBANK,82.1,84.4,82.1,83.6,83.55,82.45,302004,25237321.55,3585
422,DCM,62.3,62.45,58.45,59.7,59.55,61.65,29057,1748323.95,636
423,DCMFINSERV,3.9,4.1,3.8,3.8,3.8,3.95,7909,30062.5,29
424,DCMNVL,174.9,174.9,171.3,171.95,171.55,173.3,21094,3640920.2,409
425,DCMSHRIRAM,969.6,1024.9,960.7,1018.45,1015.65,961.6,199378,198840207.7,12543
426,DCMSRIND,77.8,79.95,76.2,79.65,79.9,76.65,144489,11384701.55,1531
427,DCW,35.15,35.6,34.4,34.85,34.7,35.15,155690,5402456.55,1180
428,DECCANCE,484,484,471.9,478.25,480,480.15,2411,1147591.45,274
429,DEEPAKFERT,634,653.95,625.65,638.55,639.2,633.4,288050,183848694.5,12484
430,DEEPAKNTR,1784.4,1786.95,1740.5,1751.15,1752,1773.3,446939,785289625.9,27950
431,DEEPENR,81.3,83.95,80.6,81.35,81.4,82.9,11063,906043.85,147
432,DEEPINDS,193.95,193.95,188.05,189.2,189,190.7,24686,4680906.55,884
433,DELHIVERY,595,610.85,594.3,605.1,604.8,598.25,316950,191180790.7,16251
434,DELPHIFX,412,412,397,405.45,411.8,412.8,229,92425.1,43
435,DELTACORP,178.9,178.9,175.75,176.45,176.2,177.55,1900811,336188391.3,14235
436,DELTAMAGNT,72.55,73.9,69.8,73.6,73.5,70.4,2445,176024.55,122
437,DEN,34.2,34.3,33.55,34.1,34,34.1,389530,13232797.65,1842
438,DENORA,788,788,758.05,767.1,768,797.9,21732,16629316.1,1331
439,DEVIT,171.7,178.5,165.6,169.05,168.8,171.5,29681,5120127.95,445
440,DEVYANI,162.35,165.5,162,164.75,164.8,162.55,473663,77650451.25,8297
441,DFMFOODS,236.05,241.35,232.3,239.1,240,236.35,14850,3504127.15,1020
442,DGCONTENT,16,16,14.65,14.8,14.65,15.4,226879,3555638.65,279
443,DHAMPURSUG,216.5,220,211.55,219.1,219.1,215.55,301735,65203532.1,8836
444,DHANBANK,11.9,12.05,11.7,11.85,11.9,11.9,154608,1833431.05,619
445,DHANI,31.5,31.5,29.75,30.05,30,31.05,2649415,80028238.5,8846
446,DHANILOANS,999.98,1000,981,999.99,1000,993.41,1525,1523954.15,12
447,DHANILOANS,988,988,980,986.6,980,986.45,60,59196.05,6
448,DHANILOANS,1295,1295,1290,1295,1295,1295,141,182130.77,8
449,DHANILOANS,975,975,975,975,975,974.8,100,97500,1
450,DHANILOANS,815.1,965.8,815.1,965.48,965.8,989.8,100,91600,4
451,DHANILOANS,1000,1000,992,1000,1000,999,171,170919,56
452,DHANILOANS,980,980,980,980,980,980,121,118580,2
453,DHANUKA,692.45,700.65,691,698.2,699.9,689,8920,6223246.8,1093
454,DHANVARSHA,98.9,102.5,98.1,99.4,99.6,98.1,146350,14760796.85,1558
455,DHARAMSI,358.05,369,355.05,366.8,366,358.95,6678,2423408.15,266
456,DHARSUGAR,10.8,11,10.6,10.85,10.85,10.8,9034,96939.25,83
457,DHRUV,49.85,51.85,46.8,47.65,48,49.2,19507,949349.35,432
458,DHUNINV,585.25,590.9,575.5,578.75,575.5,583.65,1674,972556.5,268
459,DIAMONDYD,769,778.7,763.05,768.65,765,763.65,15090,11614663.15,2516
460,DICIND,378.85,381,371.4,374.3,374.6,375.45,416,156458.75,103
461,DIGISPICE,28.15,28.5,27.25,27.9,27.65,28.15,57435,1598638.05,396
462,DIGJAMLMTD,120,124,120,122.7,121.1,121,1597,195227.55,50
463,DIL,55,56.7,53.1,56.7,56.7,54,69413,3860172.9,270
464,DISHTV,11.65,11.65,11.45,11.5,11.55,11.6,1612773,18638129.85,1739
465,DIVISLAB,3747,3780,3702.5,3727.75,3729.95,3733.8,214591,801921517.4,29686
466,DIVOPPBEES,43.29,43.29,41.2,42.46,42.24,42.13,1079,45579.55,87
467,DIXON,3703,3755.55,3703,3743.1,3733.9,3699.3,125142,467838528.6,10748
468,DLF,350.1,355,349.15,353.65,353.3,348.55,4400222,1553589963,38217
469,DLINKINDIA,131.3,135.65,131.15,134.7,134.85,131.2,145746,19441343.35,3924
470,DMART,3925,3939.9,3888,3926.8,3910.5,3924.85,194371,760264323.9,24524
471,DNAMEDIA,3,3,2.85,2.9,2.9,2.95,11520,34246.6,40
472,DODLA,487.9,487.9,482,483.55,483.5,484.2,2862,1383691.6,502
473,DOLATALGO,66.2,66.95,66,66.45,66,66.2,55224,3664880,998
474,DOLLAR,421.9,423.4,413,413.95,414,420.25,74352,30971290.5,2945
475,DONEAR,49.85,50.7,49.15,50,50.35,49.35,4170,208027.9,93
476,DPABHUSHAN,375.8,384.95,372.4,376.05,384,375.25,8933,3391024.8,145
477,DPSCLTD,12.7,12.7,11.35,12.15,12,12.55,128496,1541545.85,650
478,DPWIRES,296.1,302.65,296,299.35,296,298.65,2123,635166.55,188
479,DRCSYSTEMS,30.7,30.7,30.7,30.7,30.7,32.3,66,2026.2,6
480,DREDGECORP,266.9,268.3,262.2,264.2,263.8,264.75,13661,3626248.75,869
481,DRL,14.75,14.75,14.75,14.75,14.75,15.5,36000,531000,5
482,DRREDDY,4595.4,4612.55,4521,4546,4532.55,4575.4,300945,1374202068,27792
483,DSPN50ETF,161,162.25,161,161.83,162.25,160.86,501,80835.78,24
484,DSPNEWETF,185,185.55,183.75,184.9,185.42,183.8,2237,413094.85,81
485,DSPQ50ETF,155.8,157.9,155.6,156.39,156.54,155.86,38376,5991438.41,87
486,DSSL,320.1,320.1,308.5,310.45,311,315.8,8198,2553069.9,321
487,DTIL,211.15,211.15,206.45,208.9,207.55,208.05,360,75157.25,59
488,DUCON,15.9,15.9,15.2,15.45,15.3,15.55,375803,5789823,1733
489,DUGLOBAL,122.85,122.85,122.5,122.5,122.5,117,10000,1226750,2
490,DVL,198,199.55,196.85,198.8,199,197.95,4780,949269.3,164
491,DWARKESH,110.3,114.9,110.05,114.25,114.35,109.8,2155998,243363060,23463
492,DYNAMATECH,1923.85,1935,1880,1885.85,1890,1905,2707,5148334.4,579
493,DYNAMIC,14.4,14.5,14.35,14.5,14.5,14.95,10000,143900,4
494,DYNPRO,426.15,448,418.05,444.05,446.95,419.95,36881,16145326,3555
495,DYNPROPP,210.95,212,210.95,212,212,217.2,125,26396.7,10
496,E2E,131,132,125.25,132,132,130.2,3926,512606.1,144
497,EASEMYTRIP,382.7,385,375.3,376.75,376.7,380.1,437729,166845126.1,12694
498,EASTSILK,4.85,4.85,4.55,4.65,4.6,4.65,32869,154242.9,82
499,EASUNREYRL,2.6,2.6,2.45,2.6,2.6,2.55,3016,7477.55,12
500,EBBETF0423,1178.25,1181.45,1178.25,1179.97,1178.52,1179.46,54962,64849117.99,66
501,EBBETF0425,1071.44,1071.49,1069.1,1069.98,1070.37,1070.91,5215,5579349.73,79
502,EBBETF0430,1197,1197,1160.1,1189.61,1189.92,1188.84,6129,7289745.61,122
503,EBBETF0431,1052.68,1053.44,1051,1053.21,1052.33,1053.3,7947,8366101.79,126
504,EC2RG,12.52,12.52,12.52,12.52,12.52,13.75,1,12.52,1
505,EC4RG,12.8,12.8,12.8,12.8,12.8,14.06,1,12.8,1
506,ECLERX,2073,2135,2050,2126.5,2122.8,2074.95,42289,88222570.5,6640
507,ECLFINANCE,1008.7,1008.7,1005,1008.6,1008.6,1008.7,35,35281.9,4
508,ECLFINANCE,1414,1430,1411.81,1430,1430,1420,150,212790.5,4
509,ECLFINANCE,962,962,953.1,955.03,955,961.9,336,321395,14
510,ECLFINANCE,1005.66,1010.78,1005.55,1006.35,1006.4,1009.08,412,414619.06,12
511,ECLFINANCE,999,1000,999,1000,1000,1009.9,600,599900,7
512,ECLFINANCE,1035,1035,1035,1035,1035,1040,180,186300,1
513,ECLFINANCE,1000,1009.5,1000,1004.95,1004.95,1003.5,3,3014.45,3
514,EDELWEISS,57.75,58.7,56.4,58.35,58.2,57.2,1583267,91524800.75,8334
515,EDUCOMP,3.7,3.7,3.6,3.7,3.7,3.55,27638,102037.65,62
516,EHFLNCD,955,955,945,945.05,945.05,947.01,485,459719.6,16
517,EHFLNCD,1600,1610,1600,1610,1610,1538.29,13,20900,4
518,EICHERMOT,2969.4,3045.3,2945.7,3034,3021,2955.1,536541,1610831997,38363
519,EIDPARRY,550,556.75,540.3,550.25,547.45,546.8,351136,192801722.6,11870
520,EIFFL,114,123.9,108.15,114.35,118,112,5718,653966.45,405
521,EIHAHOTELS,394.35,411.35,391.3,407.2,408.25,392.4,98826,40093197.7,2579
522,EIHOTEL,130.95,132.75,129.6,130.5,130.55,130.05,226465,29621640.85,3423
523,EIMCOELECO,374.5,380.9,371,374.3,374.5,374.5,3879,1456228.6,474
524,EKC,174.75,176,169,173.3,174,174.1,81483,14106689.15,1702
525,ELDEHSG,547.05,547.05,521,529.85,535,533.15,1371,725438.7,143
526,ELECON,307.45,312.9,304.8,310.2,310.45,304.85,726644,224426724.5,13079
527,ELECTCAST,34.9,35.7,34.55,34.95,34.85,34.8,698232,24446246.55,1793
528,ELECTHERM,77.3,79.4,69.85,71.05,74.55,76.95,372824,26577070.45,3340
529,ELGIEQUIP,376.5,383.7,371.2,374.45,373.1,373.8,456950,171910393.7,15607
530,ELGIRUBCO,28.85,30,28.85,29.6,29.9,29.55,11421,337202.8,187
531,EMAMILTD,470.9,474.55,470.05,472.05,473.8,470.95,364977,172340646.6,6516
532,EMAMIPAP,149.75,149.95,142.55,145.25,145.95,148.55,27385,3979486,1045
533,EMAMIREAL,66.1,67.45,64.5,66.25,66.8,66.1,31892,2106677.75,547
534,EMBASSY,371.85,371.85,369,369.31,369.09,369.99,232758,86104841.01,4979
535,EMKAY,66.15,68.7,66.15,67.55,67.4,68.1,7041,475744,223
536,EMKAYTOOLS,270.6,270.6,270.6,270.6,270.6,284.8,600,162360,1
537,EMMBI,92.55,93.5,91.2,92.45,91.6,90.8,3451,318925.5,158
538,EMUDHRA,255,255,246.2,247.65,247,250.2,22348,5565840.45,1333
539,ENDURANCE,1430.15,1445.65,1408.3,1414.65,1416.05,1434.15,18455,26262579.8,2765
540,ENERGYDEV,17.1,17.6,16.8,17.35,17.45,17.1,55852,962166.6,328
541,ENGINERSIN,60.6,61,60.15,60.5,60.6,60.5,182577,11053269.15,3654
542,ENIL,184.4,184.4,176.4,178.55,177.1,180.05,4916,877755.4,312
543,EPL,170,187,169.3,182.4,181,169.35,978329,175468918.1,17187
544,EQUIPPP,49.3,50.95,48.05,49.3,49.2,49.3,3271,161062.7,90
545,EQUITAS,88.45,92.6,86.15,91.1,90.8,86.75,1485673,134177512.2,11905
546,EQUITASBNK,40.9,41,39.9,40.15,39.9,39.9,626315,25264355.05,2777
547,ERFLNCDI,1015.02,1015.02,1015,1015,1015,1009,40,40600.2,3
548,ERFLNCDI,880.1,885.01,880,880,880,894.2,201,177168.12,5
549,ERIS,664.95,682.6,657,674.6,669.05,661.6,58095,39211292.05,5457
550,EROSMEDIA,24.1,24.6,23.5,23.65,23.9,23.8,134005,3224491.1,916
551,ESABINDIA,3426.8,3429.05,3310,3333.8,3330,3409.75,4545,15209190.95,1086
552,ESCORTS,1626.95,1663.9,1621.55,1659,1659.6,1617.85,453075,744857513.9,17977
553,ESSARSHPNG,6.95,6.95,6.65,6.75,6.8,6.85,126228,853958.15,380
554,ESSENTIA,3.9,3.9,3.9,3.9,3.9,3.75,534946,2086289.4,47
555,ESTER,127.9,128.55,126.15,127.15,127.7,126.7,16468,2096116.4,930
556,ETHOSLTD,837.75,849,828,842.6,848,831.05,7267,6096567.7,1110
557,EUROBOND,98.75,100.9,98.75,99.7,99.7,99.45,6000,598700,3
558,EVEREADY,330,335,328,333.95,332,325.25,178828,59485735.65,4503
559,EVERESTIND,555.6,598,548.15,587.3,590,550.15,83241,48572900.5,6943
560,EXCEL,9.4,9.4,8.9,9,8.9,9.35,1248718,11373571.95,1155
561,EXCELINDUS,1147.8,1148.55,1109.85,1129.4,1140,1131.85,23536,26483998.4,3510
562,EXIDEIND,149.05,150.7,148.1,149.45,148.8,148.8,1093784,163740072.3,15080
563,EXPLEOSOL,1180,1180,1155.65,1161.15,1158,1172.35,5911,6877175.8,856
564,EXXARO,107.2,107.95,105.2,105.45,105.2,106.4,15274,1622042.25,481
565,FACT,99,99.75,97,98.7,98.8,98.65,105617,10406839.75,2176
566,FAIRCHEMOR,1507.85,1507.9,1460,1467.2,1477,1481.3,6519,9622247.5,2367
567,FCL,204.25,206.3,196.55,201.55,201.25,202.9,587699,118911255,6787
568,FCONSUMER,2,2,1.9,1.95,2,1.95,4346266,8462584.95,12078
569,FCSSOFT,2.9,2.95,2.85,2.85,2.9,2.9,1589234,4565467.25,1980
570,FDC,264,268.55,260.55,263.95,263.05,264.5,161779,42952454.45,6276
571,FEDERALBNK,97.8,99.95,96.4,98.75,98.65,97.2,22353647,2193839081,58795
572,FEL,3,3.05,2.95,3,3,3,494163,1479736.8,754
573,FELDVR,7.9,8.15,7.7,7.95,7.75,8.05,24650,194588.65,101
574,FELIX,13,13,13,13,13,12.4,4000,52000,1
575,FIBERWEB,36.75,37.1,35.6,36.1,36.3,36.55,10838,393215.25,230
576,FIDEL,55,56.5,55,56,56,55.8,66000,3694200,13
577,FIEMIND,1488,1525,1461.3,1479.85,1476.25,1470.1,54595,81435472.4,4481
578,FILATEX,97.4,98,95.05,95.75,96,96.55,103883,9965799.4,2153
579,FILDF2GPD,0.5,0.5,0.5,0.5,0.5,0.54,10,5,1
580,FINCABLES,410,413.2,402.1,407.9,407.5,410,61197,24977014.7,2938
581,FINEORG,5003.6,5064.2,4935.35,5015.75,5038,4958.05,55637,277030992.4,7047
582,FINOPB,244.5,248.95,240,241.05,240,244.35,116914,28321573.7,2666
583,FINPIPE,133.1,134.2,132.1,133.6,133.75,132.4,233079,31033831.9,5786
584,FLEXITUFF,26.9,26.9,25.5,26.3,26.5,25.75,7545,195546.25,72
585,FLFL,17.55,18,17.2,17.45,17.35,17.6,80738,1424807.35,278
586,FLUOROCHEM,3192.5,3211.9,3126.25,3181.1,3175,3167.45,114420,362932913.6,12013
587,FMGOETZE,287.8,295.75,287.8,289.05,289.3,287.15,59016,17212068.85,2021
588,FMNL,4.9,5,4.9,4.95,5,5,66491,328405.4,168
589,FOCUS,117,119,109.15,117.3,118.95,114.35,15037,1711418.75,276
590,FOODSIN,64.75,67.8,58.65,59.95,60.25,63.55,848050,51595753.4,5647
591,FORCEMOT,1001.7,1001.8,990,994.15,995,994.1,20277,20153607.6,1693
592,FORTIS,259,262.6,257,261.55,260.9,259.1,332160,86591203.55,8624
593,FOSECOIND,1565,1609,1552.55,1596.4,1606.75,1580.75,2222,3512391.2,318
594,FRETAIL,7.05,7.05,6.9,7.05,7.05,6.95,1196325,8370715.55,2389
595,FSC,31.95,31.95,30.3,30.6,30.7,31.3,6580,203776.9,127
596,FSL,102.25,103.35,101.15,102.85,103,101.9,1355726,138639176.1,7864
597,GABRIEL,132.75,134.6,131.9,133.75,133.5,131.75,206374,27487303.4,3713
598,GAEL,310.85,316.5,308.05,309.95,309.45,310.85,179027,55907621.15,6064
599,GAIL,139.55,141.75,139.35,140.45,140.5,139.3,6699483,941380329.6,39588
600,GAL,3.1,3.3,3.05,3.25,3.3,3.15,340821,1096452.35,323
601,GALAXYSURF,2965.5,3066,2952.65,3052.45,3047.9,2950.7,25510,76968325.6,5799
602,GALLANTT,69,69.25,66,67,67,68.35,42064,2829485.75,806
603,GANDHITUBE,356.65,362,354,361.35,360,356.55,971,348896.85,82
604,GANECOS,584.3,602,578.4,597.45,599.4,581.35,16506,9798216.2,1313
605,GANESHBE,133.7,136.5,130.75,135.25,135.2,132.45,161074,21615902.05,2957
606,GANESHHOUC,307.8,323.95,298.55,317.1,322,305.1,104279,32762873.8,2049
607,GANGAFORGE,5.95,5.95,5.75,5.8,5.75,5.85,98174,571031,272
608,GANGESSECU,106.15,111.05,105,106.9,106.1,107.75,1522,161767.55,82
609,GARFIBRES,3108.1,3108.1,3020,3044.55,3044.95,3108.55,20842,63471568.65,6222
610,GATEWAY,66.3,68.5,66.3,67.45,67.55,66.95,265177,17787464.85,950
611,GATI,140.65,145.8,140.65,143.9,143.3,142.8,165170,23702196.35,3841
612,GAYAHWS,0.65,0.75,0.65,0.7,0.7,0.7,52042,34643.45,42
613,GAYAPROJ,15.1,15.2,14.6,14.8,14.85,15,987020,14691084.65,1585
614,GEECEE,129.05,129.75,128.1,129.15,128.1,130.3,1528,197446.7,64
615,GEEKAYWIRE,75.75,78.05,75.25,76.9,77,76.55,5790,445947.15,220
616,GENCON,30.15,32.8,30,32.25,32.8,30.4,26375,838219.85,450
617,GENESYS,585.2,585.2,571,577.65,572.05,575.8,1919,1106906.05,62
618,GENUSPAPER,16.65,17.1,16.4,17.05,17,16.3,263264,4427351.75,1537
619,GENUSPOWER,79.4,79.7,76.55,77.9,77.65,78.5,267204,20767689.1,3524
620,GEOJITFSL,51.85,51.85,44.8,47.9,47.7,51,997786,47268797.25,8406
621,GEPIL,125.55,127.5,123,123.8,123.9,125.75,66234,8259964.45,1978
622,GESHIP,392,400.95,389.05,392.8,390.55,389.95,202327,79557932.05,5909
623,GET&D,106.5,106.8,103.45,104.85,105.35,106.4,17493,1841266.35,840
624,GFLLIMITED,64.85,65.95,64.6,64.8,64.75,64.85,47342,3075555.45,380
625,GFSTEELS,3.65,3.65,3.65,3.65,3.65,3.5,50,182.5,1
626,GHCL,640,647.3,636,644.9,644.3,638.75,177127,113897515.7,8333
627,GICHSGFIN,121,121.6,116,119.6,119.7,120.55,25236,3017798.45,623
628,GICL,89.95,89.95,89.95,89.95,89.95,90.35,7500,674625,1
629,GICRE,116.1,116.8,115.2,115.95,116.4,115.95,86101,9989309.85,3032
630,GILLANDERS,60,67,58.8,62,62.05,60.95,10458,666666.8,188
631,GILLETTE,5074.5,5117.4,5028.65,5078.45,5084,5040.15,1199,6088352.8,537
632,GILT5YBEES,49,49.29,48.85,49.15,49.19,49.01,107073,5259234.68,870
633,GINNIFILA,39.05,39.25,38.45,38.9,39.05,38.75,10598,411917.5,187
634,GIPCL,77.8,78.55,76.85,78.1,78.35,77.5,75637,5874042,1315
635,GKWLIMITED,579.15,579.45,568,570.15,570,570.95,169,96374.2,23
636,GLAND,2441.1,2511,2428.55,2466.3,2467,2431.6,158878,393279556.7,21897
637,GLAXO,1505,1518.7,1495.4,1509.85,1509.3,1502.9,27504,41550584.45,5035
638,GLENMARK,391.5,391.5,378.2,380.5,380.8,389.3,1252871,477631615.5,27015
639,GLFL,2.9,2.95,2.8,2.85,2.9,2.9,6221,17822.75,25
640,GLOBAL,191.95,191.95,175.3,186.45,186.35,184.5,28295,5211881.3,574
641,GLOBALVECT,47.2,47.2,44.05,45.05,45.15,46.05,5083,229656.2,152
642,GLOBE,7.95,7.95,7.7,7.8,7.8,7.85,237870,1857804.9,483
643,GLOBUSSPR,1026.25,1034.65,994,1006.95,1001.25,1026.35,50655,51197537.55,4405
644,GLS,466.2,470.75,463.25,464.4,465.2,466.7,18349,8565866.45,1759
645,GMBREW,580.2,581.95,568.65,570.2,571,578,9863,5653363.5,792
646,GMDCLTD,142.4,143.8,138.5,139.5,138.95,141.65,883194,124043091.9,8557
647,GMMPFAUDLR,1425,1449.45,1424.7,1438,1433.05,1425.65,15377,22124475.7,3798
648,GMRINFRA,34.7,35.05,34.35,34.95,34.9,34.55,4017648,139331531.1,32270
649,GMRP&UI,20.4,20.45,19.5,19.75,19.55,20.4,619697,12274234.5,2843
